조회일자,주문코드,지점명,상품코드,상품명,규격,수량,단위,단가,공급가,부가세,합계,대분류
2026-01-31,143738,역대짬뽕병점점(99),140433,(쥬뗌)냉동홍합살(역대짬뽕전용/중국산/면세/10kg)BOX,10kg,1,BOX,67100,67100,0,67100,수산물류
2026-01-31,143738,역대짬뽕병점점(99),140422,(쥬뗌)닭정육(브라질산/그래도/깐풍기용/역대짬뽕전용)5.5kg,5.5kg*3,2,팩,58850,117700,0,117700,공산품류
2026-01-31,143738,역대짬뽕병점점(99),140443,(쥬뗌)양장피채용분피(킹스/역대짬뽕전용)250g,250g*40,15,EA,2245,30614,3061,33675,공산품류
2026-01-31,143738,역대짬뽕병점점(99),140418,(쥬뗌)참깨향기름(고향식품/역대짬뽕전용)1.8L,1.8L*8,2,EA,12100,22000,2200,24200,공산품류
2026-01-31,143738,역대짬뽕병점점(99),140451,(쥬뗌)통루비해삼(역대짬뽕전용/필리핀)650g,650g*12,1,EA,21250,19318,1932,21250,수산물류
2026-01-31,143738,역대짬뽕병점점(99),104537,굴소스(오뚜기/이금기/팬더)2.27kg,2.27kg*6,2,EA,13400,24364,2436,26800,공산품류
2026-01-31,143738,역대짬뽕병점점(99),119318,당면(KO/역대/중화)2kg,2kg*5,3,EA,7600,20727,2073,22800,공산품류
2026-01-31,143738,역대짬뽕병점점(99),140143,만두(담두/자만두)1.26kg,1.26kg*8,16,EA,6000,87273,8727,96000,공산품류
2026-01-31,143738,역대짬뽕병점점(99),141366,짜사이(대화)1kg,1kg*20,3,EA,1740,4745,475,5220,공산품류
2026-01-31,143738,역대짬뽕병점점(99),116345,포기김치(황보*황금들녘*중국산)10kg,10kg,1,BOX,19800,19800,0,19800,공산품류
2026-01-31,143738,역대짬뽕병점점(99),135849,흰설탕(대한제당/정백/푸드림/하얀)15kg,15kg,1,포,23600,21455,2145,23600,공산품류
